Serial No,Cement_kg_m3,Fly_Ash_kg_m3,GGBS_kg_m3,metakolin_kg_m3,TCM,Water_kg_m3,water/TCM,Sand_kg_m3,AGE,Compressive_Strength_MPa,Density,admixture,Coarse aggregate
2020,253.34,77.48,168.89,63.27,562.97,141.89,0.252,736.89,28,86.19,2504.33,12.35,1050.21
2021,195.56,81.48,48.89,0.0,325.93,138.78,0.426,701.5,3,15.421,2344.74,2.09,1176.45
2022,211.7,88.21,52.92,0.0,352.83,151.84,0.43,764.53,7,28.013,2463.57,2.89,1191.47
2023,222.19,89.43,109.72,21.21,442.55,167.62,0.379,693.08,14,49.46,2526.91,6.07,1217.58
2024,221.79,100.44,79.53,0.0,401.75,171.95,0.428,762.52,28,39.59,2588.54,3.68,1248.64
2025,325.65,19.81,293.96,145.0,784.42,142.25,0.181,825.19,3,54.258,2505.1,20.05,733.19
2026,344.45,0.0,491.03,208.87,1044.35,157.77,0.151,1019.06,28,148.07,2262.72,41.54,0.0
2027,252.83,87.49,131.06,40.47,511.85,165.7,0.324,737.56,14,62.187,2576.19,6.8,1154.28
2028,300.99,38.95,239.5,116.68,696.13,120.38,0.173,797.57,28,108.81,2586.45,18.71,953.66
2029,202.27,84.28,50.57,0.0,337.12,154.8,0.459,789.54,3,22.071,2450.5,2.78,1166.26
2030,281.63,46.84,209.64,103.09,641.21,142.89,0.223,839.0,28,105.39,2562.54,14.93,924.5
2031,260.82,80.33,173.88,64.57,579.61,153.84,0.265,799.33,14,85.105,2574.87,12.7,1029.4
2032,252.26,82.52,137.04,47.24,519.07,166.41,0.321,742.4,28,67.005,2564.6,7.31,1129.41
2033,196.98,82.08,49.25,0.0,328.31,153.35,0.467,797.29,3,15.684,2436.92,2.4,1155.57
2034,213.24,91.04,59.89,0.0,364.18,156.12,0.429,707.85,7,32.89,2437.65,3.44,1206.05
2035,230.93,91.36,115.47,24.11,461.86,157.0,0.34,716.51,14,51.101,2537.02,4.98,1196.66
2036,223.04,88.31,111.52,23.21,446.09,164.32,0.368,709.95,28,51.02,2486.24,6.01,1159.87
2037,336.97,0.0,340.62,169.4,846.99,164.98,0.195,951.68,28,120.43,2091.13,22.13,105.35
2038,211.49,91.48,62.95,0.0,365.91,150.2,0.41,705.82,7,33.537,2412.22,3.07,1187.22
2039,252.49,81.77,156.35,54.51,545.13,165.31,0.303,753.95,14,73.066,2560.62,9.69,1086.55
2040,279.34,55.56,195.29,96.93,627.12,147.72,0.236,839.13,28,102.28,2607.79,13.43,980.39
2041,338.95,0.0,435.8,193.69,968.44,139.15,0.144,962.64,3,53.458,2102.14,31.92,0.0
2042,216.48,93.24,63.23,0.0,372.94,164.32,0.441,710.02,7,31.839,2472.37,3.31,1221.78
2043,232.92,88.6,116.46,27.86,465.84,168.07,0.361,681.62,14,54.855,2490.77,6.59,1168.65
2044,298.31,43.09,231.14,113.02,685.56,121.08,0.177,789.15,28,107.43,2598.45,18.17,984.5
2045,189.44,78.93,47.36,0.0,315.74,135.21,0.428,732.81,3,11.915,2426.48,1.9,1240.82
2046,343.8,0.0,442.03,196.46,982.29,139.43,0.142,1090.77,28,136.84,2247.91,35.43,0.0
2047,220.64,88.89,108.74,20.9,439.18,145.43,0.331,723.39,14,49.52,2490.55,4.77,1177.78
2048,254.25,83.37,169.5,57.88,565.0,171.67,0.304,762.55,28,81.217,2518.93,10.53,1009.19
2049,337.98,0.0,425.49,190.87,954.33,144.39,0.151,989.35,3,63.26,2454.73,37.38,329.29
2050,209.05,89.18,58.49,0.0,356.72,144.53,0.405,730.35,7,32.791,2394.92,2.46,1160.86
2051,242.15,91.6,121.07,29.47,484.3,168.71,0.348,732.45,14,55.43,2588.87,6.48,1196.93
2052,216.84,94.14,65.58,0.0,376.56,151.64,0.403,728.94,28,34.829,2434.76,2.28,1175.35
2053,193.36,80.57,48.34,0.0,322.27,146.2,0.454,744.01,3,13.101,2415.77,2.05,1201.24
2054,211.26,90.18,59.28,0.0,360.72,156.42,0.434,716.62,7,32.869,2421.43,2.72,1184.95
2055,236.88,90.84,118.44,27.6,473.77,172.69,0.365,696.38,14,54.125,2528.78,6.53,1179.4
2056,346.5,0.0,475.74,205.56,1027.8,150.33,0.146,1023.77,28,145.15,2238.99,37.09,0.0
2057,272.36,54.82,189.5,94.13,610.81,133.71,0.219,824.96,3,43.072,2498.1,15.03,913.59
2058,352.06,0.0,483.87,208.98,1044.91,142.21,0.136,959.07,7,87.554,2190.4,44.21,0.0
2059,266.58,65.68,177.72,82.43,592.41,131.61,0.222,808.11,14,94.702,2589.6,12.4,1045.06
2060,338.29,0.0,390.79,182.27,911.35,151.78,0.167,931.2,28,125.76,2386.21,27.95,363.93
2061,196.0,81.67,49.0,0.0,326.67,157.73,0.483,729.34,3,15.898,2369.56,2.48,1153.34
2062,271.5,57.46,184.99,92.18,606.13,142.92,0.236,797.11,7,67.851,2541.83,13.8,981.87
2063,257.83,82.3,153.66,54.87,548.66,146.75,0.267,776.8,14,72.704,2572.54,10.58,1089.75
2064,253.62,80.37,169.08,60.53,563.6,140.93,0.25,734.09,28,83.697,2509.89,10.55,1060.73
2065,191.69,79.87,47.92,0.0,319.48,146.93,0.46,764.39,3,15.347,2459.83,2.73,1226.29
2066,223.11,99.71,85.4,3.13,411.34,175.63,0.427,772.78,7,41.522,2547.25,4.23,1183.27
2067,219.15,92.83,96.63,12.42,421.04,160.38,0.381,704.01,14,45.771,2449.06,3.55,1160.08
2068,295.27,34.4,240.24,116.69,686.6,117.06,0.17,840.93,28,109.98,2563.18,17.77,900.82
2069,208.46,86.86,52.12,0.0,347.44,156.71,0.451,789.28,3,22.698,2511.05,2.23,1215.39
2070,353.31,0.0,454.26,201.89,1009.46,154.9,0.153,1081.67,7,97.795,2276.36,30.34,0.0
2071,251.45,81.96,158.34,54.64,546.39,171.4,0.314,773.62,14,76.13,2580.56,10.0,1079.15
2072,251.98,91.6,125.99,34.39,503.96,178.28,0.354,689.85,28,59.12,2538.64,5.29,1161.24
2073,330.41,12.55,310.32,153.91,807.19,147.17,0.182,823.21,28,116.89,2301.12,23.26,500.28
2074,256.46,83.56,139.76,48.51,528.3,169.99,0.322,723.01,7,67.277,2603.41,9.81,1172.3
2075,295.35,40.29,232.12,113.28,681.05,125.64,0.184,794.76,14,104.815,2597.15,18.19,977.52
2076,342.44,0.0,440.28,195.68,978.39,147.28,0.151,955.66,28,137.59,2113.79,32.45,0.0
2077,196.38,81.82,49.09,0.0,327.3,149.81,0.458,765.38,3,19.181,2462.73,2.12,1218.12
2078,222.26,99.66,76.71,0.0,398.63,174.44,0.438,793.63,7,37.235,2600.63,3.19,1230.74
2079,258.77,82.43,153.37,54.95,549.52,163.83,0.298,736.45,14,73.035,2529.14,9.08,1070.27
2080,291.0,50.06,214.3,105.55,660.91,132.55,0.201,808.84,28,104.85,2573.01,15.01,955.7
2081,186.91,77.88,46.73,0.0,311.52,151.61,0.487,761.23,3,10.199,2448.16,2.19,1221.62
2082,342.98,0.0,440.97,195.99,979.93,145.36,0.148,983.19,7,89.094,2145.3,36.82,0.0
2083,223.95,100.41,84.89,2.53,411.79,164.07,0.398,762.79,14,39.794,2530.24,3.31,1188.28
2084,342.45,0.0,468.62,202.77,1013.85,148.93,0.147,975.22,28,144.89,2177.5,39.51,0.0
2085,201.98,84.16,50.5,0.0,336.64,164.11,0.487,733.78,3,18.167,2457.46,2.64,1220.3
2086,202.92,84.55,50.73,0.0,338.21,143.99,0.426,731.96,7,22.171,2383.2,2.28,1166.76
2087,224.77,96.75,95.29,9.94,426.76,160.93,0.377,729.21,14,43.916,2479.74,3.42,1159.42
2088,264.06,72.61,176.04,74.09,586.8,122.4,0.209,756.59,28,92.085,2503.26,12.04,1025.43
2089,346.74,0.0,505.73,213.12,1065.6,139.14,0.131,1057.78,28,149.84,2298.44,35.93,0.0
2090,336.2,0.0,395.27,182.87,914.35,136.29,0.149,984.68,7,91.135,2307.6,31.99,240.3
2091,251.58,78.92,143.01,52.61,526.13,158.32,0.301,757.44,14,67.732,2548.42,10.51,1096.03
2092,271.61,55.42,187.93,93.42,608.39,118.5,0.195,814.91,28,101.78,2511.27,12.75,956.72
2093,194.49,81.04,48.62,0.0,324.15,151.45,0.467,792.46,3,14.732,2459.64,1.82,1189.76
2094,209.82,87.42,52.45,0.0,349.7,153.21,0.438,751.93,7,27.463,2493.77,3.14,1235.8
2095,278.54,51.73,199.83,98.8,628.9,128.28,0.204,778.02,28,103.55,2457.0,16.49,905.31
2096,319.33,18.08,290.4,143.39,771.2,147.93,0.192,823.18,28,115.31,2533.62,20.89,770.42
2097,199.13,82.97,49.78,0.0,331.89,158.55,0.478,747.43,3,16.655,2429.56,2.52,1189.17
2098,217.39,96.75,72.86,0.0,387.0,172.52,0.446,734.46,7,35.553,2496.31,2.52,1199.82
2099,344.37,0.0,447.22,197.9,989.49,146.8,0.148,1026.97,28,140.79,2198.29,35.02,0.0
2100,230.88,88.67,115.44,26.77,461.77,154.48,0.335,733.39,28,53.99,2526.05,5.04,1171.37
2101,333.62,10.07,317.5,157.74,818.93,151.56,0.185,847.05,3,51.843,2457.36,23.45,616.37
2102,251.99,85.68,132.62,42.52,512.82,162.41,0.317,742.46,7,64.308,2595.54,7.87,1169.98
2103,266.69,68.54,177.79,79.62,592.64,123.58,0.209,771.09,14,94.784,2451.43,12.26,951.86
2104,345.14,0.0,362.57,176.93,884.63,166.4,0.188,971.74,28,121.97,2352.03,24.19,305.06
2105,189.01,78.75,47.25,0.0,315.01,142.52,0.452,717.21,3,8.727,2357.2,1.91,1180.54
2106,208.69,87.66,54.28,0.0,350.63,145.89,0.416,778.86,7,25.74,2444.42,2.33,1166.72
2107,229.08,92.63,112.04,21.07,454.83,148.98,0.328,713.12,14,48.933,2484.63,5.83,1161.87
2108,222.71,100.92,81.76,0.57,405.96,173.12,0.426,742.25,28,40.28,2506.8,3.96,1181.51
2109,342.79,0.0,440.73,195.88,979.41,147.73,0.151,1058.76,28,134.49,2216.18,30.28,0.0
2110,326.7,0.0,420.04,186.68,933.42,148.69,0.159,1031.84,28,130.35,2144.39,30.43,0.0
2111,331.81,0.0,426.62,189.61,948.04,146.13,0.154,989.26,28,131.96,2119.37,35.93,0.0
2112,256.9,83.91,139.73,48.3,528.85,162.94,0.308,723.69,28,67.11,2587.48,8.04,1163.97
2113,190.64,79.43,47.66,0.0,317.73,151.45,0.477,783.14,3,11.924,2432.33,2.55,1177.46
2114,207.72,86.55,51.93,0.0,346.2,149.79,0.433,731.82,7,27.925,2406.82,2.34,1176.67
2115,222.62,101.05,81.3,0.25,405.23,181.33,0.447,778.42,14,39.427,2519.68,2.71,1151.99
2116,334.87,0.0,430.55,191.36,956.78,147.33,0.154,1010.43,28,134.94,2145.67,31.12,0.0
2117,201.14,83.81,50.28,0.0,335.23,160.11,0.478,750.14,3,20.39,2484.74,1.92,1237.34
2118,223.68,98.15,90.15,6.46,418.43,158.9,0.38,746.91,7,43.088,2572.73,4.26,1244.23
2119,253.9,79.97,145.94,53.31,533.13,164.94,0.309,743.88,14,70.25,2531.07,8.11,1081.01
2120,332.42,0.0,427.4,189.95,949.77,141.54,0.149,1096.89,28,130.47,2220.35,32.14,0.0
2121,195.6,81.5,48.9,0.0,326.0,140.27,0.43,762.37,3,15.756,2464.53,2.86,1233.02
2122,216.77,95.94,71.06,0.0,383.77,160.42,0.418,737.47,7,37.032,2527.18,2.96,1242.55
2123,294.1,36.67,235.95,114.83,681.55,134.15,0.197,792.79,28,109.24,2535.5,17.15,909.87
2124,266.74,66.19,177.82,82.0,592.75,136.9,0.231,750.51,28,96.11,2474.09,12.28,981.66
2125,347.79,0.0,508.24,214.01,1070.04,153.61,0.144,1081.12,28,149.99,2344.63,39.87,0.0
2126,217.28,93.44,63.04,0.0,373.77,156.22,0.418,791.12,7,31.671,2555.48,2.31,1232.06
2127,250.02,82.55,162.74,55.03,550.34,147.31,0.268,763.45,14,78.098,2612.91,11.0,1140.8
2128,277.11,53.48,196.0,97.11,623.71,124.56,0.2,847.64,28,102.85,2540.24,16.2,928.13
2129,303.29,35.53,246.49,119.75,705.05,139.98,0.199,803.21,28,109.92,2613.82,17.79,947.79
2130,277.48,51.99,198.43,98.15,626.06,123.24,0.197,805.28,28,103.39,2495.7,15.79,925.32
2131,250.21,81.72,136.1,47.05,515.09,172.37,0.335,712.12,14,64.512,2539.75,7.06,1133.13
2132,273.9,61.11,182.6,91.06,608.67,128.82,0.212,799.84,28,99.869,2559.0,13.67,1008.0
2133,201.56,83.98,50.39,0.0,335.93,139.35,0.415,778.64,3,21.366,2431.76,2.84,1175.01
2134,232.1,91.42,116.05,24.63,464.21,160.16,0.345,688.86,7,43.3,2496.97,5.46,1178.28
2135,263.44,78.39,175.63,67.97,585.43,128.26,0.219,754.77,14,88.049,2530.47,13.2,1048.81
2136,337.51,0.0,380.21,179.43,897.15,160.36,0.179,957.83,28,124.76,2319.06,28.01,275.69
2137,347.53,0.0,446.82,198.59,992.93,141.13,0.142,960.85,3,66.516,2132.86,37.94,0.0
2138,241.86,88.7,120.93,32.23,483.73,177.61,0.367,724.36,7,56.826,2585.46,5.75,1194.01
2139,349.36,0.0,449.18,199.63,998.17,157.47,0.158,950.32,14,121.058,2145.46,39.5,0.0
2140,330.05,9.33,315.13,156.63,811.14,142.12,0.175,860.15,28,117.7,2518.9,23.6,681.9
2141,202.29,84.29,50.57,0.0,337.15,146.95,0.436,746.48,3,22.266,2483.41,3.08,1249.75
2142,224.19,93.44,102.67,15.51,435.82,161.79,0.371,761.4,7,47.118,2590.92,4.22,1227.69
2143,250.69,81.39,156.28,54.26,542.62,166.75,0.307,771.73,14,74.458,2630.5,10.06,1139.34
2144,218.24,93.74,62.98,0.0,374.97,153.63,0.41,786.83,28,33.594,2557.2,2.45,1239.32
2145,202.71,84.46,50.68,0.0,337.84,159.11,0.471,754.54,3,21.525,2409.22,2.61,1155.12
2146,287.66,49.06,212.43,104.59,653.74,139.64,0.214,800.26,28,104.99,2559.18,16.36,949.18
2147,248.67,82.7,164.83,55.13,551.34,149.03,0.27,731.74,14,76.378,2588.44,9.04,1147.3
2148,326.51,16.0,300.9,148.85,792.26,131.61,0.166,861.02,28,115.96,2351.96,20.87,546.19
2149,340.9,0.0,438.3,194.8,974.01,151.82,0.156,993.3,3,67.965,2156.0,36.87,0.0
2150,215.87,92.73,62.31,0.0,370.91,165.76,0.447,708.22,7,32.908,2440.17,3.45,1191.83
2151,240.25,90.05,120.12,30.08,480.49,169.88,0.354,722.07,14,56.298,2544.07,5.26,1166.37
2152,251.11,82.6,167.4,56.91,558.01,167.48,0.3,787.09,28,80.99,2533.94,10.99,1010.36
2153,187.31,78.05,46.83,0.0,312.19,156.61,0.502,764.18,3,10.492,2432.0,1.83,1197.19
2154,205.5,85.63,51.38,0.0,342.5,155.53,0.454,750.07,7,22.639,2446.21,2.51,1195.59
2155,346.07,0.0,444.94,197.75,988.76,145.24,0.147,1077.95,14,117.902,2248.47,36.52,0.0
2156,254.1,86.73,133.29,42.4,516.52,182.95,0.354,719.71,28,64.03,2580.24,6.89,1154.17
2157,193.36,80.57,48.34,0.0,322.26,151.16,0.469,795.25,3,10.261,2504.99,2.82,1233.5
2158,212.16,89.97,57.76,0.0,359.89,160.2,0.445,725.18,7,31.202,2435.64,3.33,1187.03
2159,224.03,93.64,101.95,15.02,434.65,150.33,0.346,732.53,14,46.447,2569.78,4.88,1247.4
2160,257.52,77.09,171.68,65.97,572.27,149.86,0.262,753.92,28,87.643,2523.33,11.23,1036.05
2161,192.74,80.31,48.18,0.0,321.23,158.47,0.493,785.3,3,11.805,2497.91,2.31,1230.59
2162,207.17,86.32,51.79,0.0,345.28,141.89,0.411,729.46,7,27.705,2374.65,3.01,1155.0
2163,271.76,56.6,186.44,92.8,607.6,132.59,0.218,819.47,14,90.284,2550.25,13.65,976.95
2164,247.12,91.45,123.56,32.12,494.25,165.42,0.335,680.7,28,57.49,2542.29,5.06,1196.86
2165,198.17,82.57,49.54,0.0,330.29,151.26,0.458,700.9,3,20.204,2358.26,2.26,1173.55
2166,331.08,0.0,397.07,182.04,910.2,135.63,0.149,952.86,28,127.25,2265.6,30.86,236.05
2167,249.43,78.76,144.35,52.5,525.03,145.9,0.278,721.58,14,71.645,2524.39,7.97,1123.91
2168,299.4,35.71,242.45,117.84,695.4,120.92,0.174,795.3,28,109.73,2582.96,20.06,951.29
2169,332.12,0.0,427.01,189.78,948.92,146.38,0.154,1033.41,28,132.7,2159.77,31.06,0.0
2170,212.63,89.45,55.7,0.0,357.78,148.96,0.416,749.41,7,31.138,2470.96,2.78,1212.03
2171,226.42,92.58,108.19,18.96,446.14,162.32,0.364,733.42,14,48.499,2565.57,5.79,1217.89
2172,252.73,81.1,152.75,54.06,540.65,168.91,0.312,765.85,28,74.18,2592.94,9.28,1108.26
2173,193.05,80.44,48.26,0.0,321.74,137.46,0.427,774.84,3,15.825,2462.73,2.81,1225.88
2174,216.86,94.62,67.0,0.0,378.48,169.43,0.448,742.78,7,35.403,2476.1,2.35,1183.06
2175,346.17,0.0,470.75,204.23,1021.14,140.31,0.137,965.68,14,128.179,2164.78,37.64,0.0
2176,310.97,30.85,261.6,127.71,731.13,134.89,0.184,890.54,28,111.56,2400.38,20.98,622.84
2177,189.23,78.85,47.31,0.0,315.38,160.91,0.51,715.93,3,9.301,2388.37,2.61,1193.54
2178,210.6,87.75,52.65,0.0,351.0,147.54,0.42,775.0,7,29.897,2477.43,2.91,1200.99
2179,314.79,23.02,277.95,136.67,752.43,123.54,0.164,897.13,28,113.88,2330.5,22.04,535.36
2180,337.89,0.0,434.43,193.08,965.4,153.66,0.159,956.99,28,135.18,2105.89,29.84,0.0
2181,197.19,82.16,49.3,0.0,328.66,154.52,0.47,792.85,3,17.716,2487.9,2.84,1209.03
2182,217.31,97.74,75.9,0.0,390.95,168.69,0.432,735.43,7,38.83,2539.33,3.67,1240.6
2183,355.13,0.0,456.59,202.93,1014.65,160.33,0.158,969.11,14,121.391,2184.44,40.35,0.0
2184,344.43,0.0,442.84,196.82,984.1,153.99,0.156,1020.84,28,133.03,2192.48,33.56,0.0
2185,297.15,36.49,239.17,116.34,689.15,127.38,0.185,757.5,3,47.18,2582.45,18.85,989.57
2186,224.49,98.6,90.24,6.31,419.63,175.61,0.418,742.58,7,36.344,2532.01,3.27,1190.91
2187,253.25,88.19,130.55,39.75,511.74,163.7,0.32,727.39,14,61.432,2559.56,7.97,1148.77
2188,335.73,0.13,335.53,167.75,839.14,137.32,0.164,820.84,28,119.97,2518.66,22.97,698.39
2189,192.31,80.13,48.08,0.0,320.51,158.55,0.495,764.87,3,14.187,2483.26,2.21,1237.12
2190,347.64,0.0,467.99,203.91,1019.54,154.31,0.151,1062.78,28,143.61,2277.68,41.04,0.0
2191,243.88,89.76,121.94,32.18,487.76,160.18,0.328,715.79,14,57.985,2565.91,5.73,1196.45
2192,344.04,0.0,452.64,199.17,995.84,155.03,0.156,1003.65,28,141.81,2185.85,31.34,0.0
2193,193.19,80.5,48.3,0.0,321.98,147.24,0.457,796.23,3,10.127,2483.19,2.38,1215.36
2194,292.24,39.8,229.78,112.13,673.94,136.33,0.202,802.47,7,72.827,2586.26,18.01,955.51
2195,251.26,82.71,162.3,55.14,551.41,167.93,0.305,741.84,14,78.11,2616.0,8.88,1145.94
2196,263.97,75.58,175.98,71.07,586.59,130.34,0.222,768.59,28,90.383,2506.65,13.95,1007.19
2197,206.5,86.04,51.62,0.0,344.16,160.78,0.467,721.45,3,22.886,2386.41,2.6,1157.42
2198,227.73,97.08,98.89,11.79,435.49,176.84,0.406,747.94,7,42.461,2609.17,5.23,1243.67
2199,254.3,82.76,169.53,58.51,565.1,168.13,0.298,750.59,14,81.659,2588.64,11.36,1093.46
2200,345.58,0.0,444.32,197.47,987.37,146.76,0.149,1034.72,28,137.9,2203.8,34.94,0.0
2201,201.6,84.0,50.4,0.0,336.01,151.72,0.452,744.44,3,16.002,2443.01,1.95,1208.89
2202,219.65,96.7,87.71,5.75,409.81,157.74,0.385,750.46,7,38.822,2480.85,2.92,1159.92
2203,250.55,80.97,137.41,48.34,517.27,169.47,0.328,709.08,14,67.82,2504.69,7.75,1101.12
2204,260.9,77.03,173.93,67.91,579.78,143.94,0.248,735.06,28,88.57,2501.02,13.72,1028.53
2205,190.68,79.45,47.67,0.0,317.79,148.26,0.467,773.16,3,11.535,2435.93,2.76,1193.94
2206,217.1,97.34,82.29,2.45,399.18,161.84,0.405,759.87,7,41.229,2498.56,3.34,1174.33
2207,340.32,0.0,421.45,190.44,952.22,151.99,0.16,919.3,14,109.957,2405.08,28.46,353.1
2208,240.15,90.16,120.07,29.92,480.29,177.02,0.369,730.92,28,56.144,2563.9,7.13,1168.54
2209,201.13,83.8,50.28,0.0,335.22,141.24,0.421,798.2,3,21.397,2436.8,2.51,1159.62
2210,221.53,98.82,85.24,3.44,409.03,170.57,0.417,746.22,7,39.156,2491.23,3.8,1161.62
2211,355.29,0.0,456.8,203.02,1015.11,153.38,0.151,1064.31,28,139.51,2266.18,33.37,0.0
2212,284.74,47.36,211.96,104.23,648.28,143.8,0.222,769.54,28,105.39,2477.58,14.83,901.12
2213,336.25,0.0,432.32,192.14,960.7,139.15,0.145,1026.35,3,56.358,2161.55,35.34,0.0
2214,346.02,0.0,463.32,202.33,1011.67,156.37,0.155,1005.87,28,143.19,2212.4,38.49,0.0
2215,327.15,15.96,301.62,149.21,793.93,141.5,0.178,836.42,14,101.44,2548.11,20.55,755.71
2216,342.89,0.0,440.86,195.94,979.7,151.98,0.155,981.49,28,137.01,2148.54,35.37,0.0
2217,192.07,80.03,48.02,0.0,320.11,155.43,0.486,719.52,3,14.207,2363.9,2.29,1166.54
2218,208.62,86.92,52.15,0.0,347.69,154.24,0.444,745.15,7,27.724,2457.43,2.38,1207.96
2219,222.57,95.68,94.65,10.06,422.95,173.4,0.41,681.54,14,44.195,2475.52,4.98,1192.64
2220,316.12,25.78,274.87,134.86,751.62,138.48,0.184,815.41,28,113.14,2420.36,20.89,693.96
2221,196.95,82.06,49.24,0.0,328.25,141.92,0.432,770.99,3,18.225,2398.67,2.73,1154.79
2222,208.18,87.02,52.89,0.0,348.1,146.34,0.42,779.53,7,26.232,2490.12,3.07,1213.08
2223,253.16,81.86,156.14,54.57,545.73,161.13,0.295,755.84,14,75.371,2569.1,9.15,1097.25
2224,275.6,53.48,194.53,96.41,620.03,137.64,0.222,771.39,28,102.75,2444.24,14.6,900.58
2225,202.62,84.42,50.65,0.0,337.69,147.29,0.436,720.25,3,19.95,2453.98,2.85,1245.9
2226,296.39,42.23,230.45,112.63,681.69,130.11,0.191,822.24,28,107.61,2561.9,19.35,908.5
2227,254.22,84.67,169.11,56.44,564.44,154.2,0.273,740.67,14,77.384,2596.47,8.49,1128.67
2228,335.31,0.0,431.12,191.61,958.04,140.62,0.147,976.01,28,134.48,2111.25,36.59,0.0
2229,340.35,0.0,437.59,194.49,972.43,142.77,0.147,1064.55,28,135.67,2212.89,33.15,0.0
2230,209.02,87.09,52.25,0.0,348.36,143.43,0.412,706.68,7,26.236,2445.23,2.52,1244.23
2231,247.06,89.28,123.53,34.25,494.13,187.36,0.379,706.07,14,57.803,2581.54,5.16,1188.82
2232,343.49,0.0,343.84,171.83,859.16,157.84,0.184,911.8,28,120.04,2286.35,24.28,333.28
2233,348.43,0.0,497.02,211.36,1056.82,154.29,0.146,1055.05,28,148.12,2306.44,40.28,0.0
2234,283.13,50.95,205.39,101.38,640.85,123.59,0.193,755.52,28,104.1,2530.93,15.51,995.46
2235,220.55,99.51,82.05,1.36,403.47,161.84,0.401,682.56,14,39.515,2494.02,3.67,1242.47
2236,338.03,0.0,434.62,193.16,965.81,151.67,0.157,968.24,28,135.28,2119.76,34.04,0.0
2237,196.88,82.03,49.22,0.0,328.13,147.04,0.448,796.64,3,16.824,2481.42,2.12,1207.5
2238,208.43,86.84,52.11,0.0,347.38,155.9,0.449,785.46,7,28.634,2488.84,2.96,1197.14
2239,249.57,81.29,136.03,47.24,514.13,168.82,0.328,742.77,14,67.294,2580.48,7.77,1146.99
2240,285.42,44.09,217.16,106.46,653.13,138.9,0.213,800.1,28,106.5,2547.87,18.25,937.5
2241,191.26,79.69,47.81,0.0,318.77,152.21,0.477,755.68,3,12.953,2450.12,2.6,1220.87
2242,208.71,86.96,52.18,0.0,347.86,142.91,0.411,794.95,7,24.813,2472.84,3.17,1183.95
2243,249.28,80.3,152.22,53.53,535.32,142.66,0.266,778.17,14,74.781,2519.41,9.39,1053.87
2244,251.11,84.33,133.54,43.89,512.86,171.33,0.334,703.29,28,65.19,2545.06,7.81,1149.77
2245,198.45,82.69,49.61,0.0,330.75,154.87,0.468,730.41,3,15.246,2413.15,2.15,1194.97
2246,217.48,93.13,61.91,0.0,372.53,159.14,0.427,737.45,7,33.239,2429.58,2.38,1158.08
2247,243.75,90.24,121.88,31.64,487.51,167.33,0.343,728.62,14,56.548,2542.57,6.34,1152.77
2248,249.78,79.19,139.01,50.41,518.38,146.49,0.283,742.77,28,69.08,2524.66,9.66,1107.35
2249,194.94,81.22,48.73,0.0,324.9,159.34,0.49,715.29,3,12.841,2358.33,2.18,1156.62
2250,341.09,0.0,482.68,205.94,1029.71,140.88,0.137,1027.16,28,147.5,2230.46,32.7,0.0
2251,236.84,90.81,118.42,27.61,473.68,168.31,0.355,722.61,14,54.147,2541.8,6.61,1170.59
2252,319.3,25.35,278.73,136.83,760.21,136.04,0.179,823.0,28,113.33,2241.55,20.58,501.72
2253,343.34,0.0,381.39,181.18,905.92,155.98,0.172,985.9,28,124.2,2104.35,25.85,30.69
2254,341.49,0.0,341.49,170.74,853.71,140.23,0.164,927.49,7,81.406,2231.61,23.46,286.72
2255,339.87,0.0,436.98,194.21,971.06,147.5,0.152,1062.52,28,137.97,2213.37,32.29,0.0
2256,330.26,9.89,314.43,156.23,810.81,136.69,0.169,857.71,28,117.56,2590.75,23.65,761.88
2257,334.37,0.0,429.91,191.07,955.34,150.25,0.157,1066.27,3,66.077,2204.08,32.21,0.0
2258,216.36,92.04,59.74,0.0,368.14,155.23,0.422,719.81,7,30.044,2398.25,2.49,1152.58
2259,255.83,80.61,147.21,53.74,537.39,140.38,0.261,738.66,14,70.887,2508.16,9.73,1082.0
2260,335.44,0.0,488.81,206.06,1030.31,141.17,0.137,1089.37,28,149.77,2302.19,41.34,0.0
2261,317.28,19.22,286.53,141.34,764.37,129.1,0.169,877.15,28,114.97,2360.58,22.93,567.02
2262,218.39,94.69,65.68,0.0,378.76,153.03,0.404,740.36,7,33.426,2495.99,3.6,1220.24
2263,248.75,88.15,126.21,36.84,499.95,173.02,0.346,726.18,14,61.226,2545.42,7.44,1138.83
2264,327.97,8.63,314.15,156.21,806.97,140.54,0.174,814.95,28,117.86,2459.3,23.77,673.07
2265,192.44,80.19,48.11,0.0,320.74,153.65,0.479,794.66,3,13.289,2445.67,1.96,1174.66
2266,295.28,39.99,232.49,113.43,681.18,132.73,0.195,843.75,7,73.086,2650.29,18.96,973.67
2267,229.59,90.79,114.8,24.0,459.19,159.56,0.347,721.45,14,51.135,2540.03,5.9,1193.93
2268,337.88,0.0,434.42,193.07,965.37,142.04,0.147,955.67,28,135.31,2094.94,31.86,0.0
2269,197.17,82.15,49.29,0.0,328.61,140.28,0.427,766.05,3,15.77,2449.23,2.82,1211.46
2270,339.89,0.0,414.16,188.51,942.56,155.36,0.165,935.94,7,91.968,2435.87,31.32,370.68
2271,335.84,0.0,408.71,186.14,930.68,150.16,0.161,953.3,28,127.83,2118.35,29.04,55.16
2272,251.44,78.82,167.62,60.87,558.75,148.64,0.266,795.89,28,84.467,2577.94,10.51,1064.15
